PROYECTO,Tipo ,N° Departamento,N° Departamento.1,Estado MS,Broker ,Fecha Reserva,Tiempo transcurrido ,Fecha Promesa ,Arriendo,Fecha Inicio C. Arriendo,Fecha Fin C. Arriendo,Valor Arriendo,Estado Arriendo,Orientación,Tipología,M2 Terraza,M2 Dpto,Total M2,Precio,Precio Pie Regalo,Precio de Pie Regalo + 24 Cuotas,Precio de Pie Regalo + 36 Cuotas,Precio de Pie Regalo + 48 Cuotas,Precio de Pie Regalo + 60 Cuotas,Unidad_Unificada,Precio_UF_Unificado,Estado_Unificado,Tipologia_Unificada,M2_Total_Unificado,Proyecto_Unificado,Archivo_Origen,Unnamed: 0,Depto,Tipo,Caract.,Orientacion,"M2
 Útil.","M2
 Terraza",M2 total,Precio Con Bono Pie 15%,Estado,Condicion,Unnamed: 11,Unnamed: 12,Número del producto,Tipo Unidad,Programa,Grupo,Piso Producto,Proyecto,Superficie Vendible,Superficie Comercial,Superficie Interior,Superficie de Terraza,Precio LISTA,OBSERVACIONES
ARMONÍA,DEPARTAMENTO,1105.0,1105.0,PROMESADO,CI,2025-11-03,,2025-12-03 00:00:00,Arrendado,2024-11-01,2025-10-31,380000.0,Vigente,SURORIENTE,2D+2B,8.15,49.54,57.69,2984.06,3315.622222,3357.592124,3366.113931,3383.287982,3391.940892,1105,2984.06,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1106.0,1106.0,RESERVADO,INVIERTEPRO,2026-01-07,7.0,,,,,,,SURPONIENTE,2D+2B,8.01,49.48,57.49,2962.52,3291.688889,3333.355837,3341.816131,3358.866213,3367.456664,1106,2962.52,RESERVADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1107.0,1107.0,PROMESADO,INOVO,2025-11-28,,,Arrendado,2024-10-04,2025-10-03,285000.0,Por Vencer,PONIENTE,1D+1B,8.08,32.0,40.08,2326.08,2584.533333,2617.248945,2623.891709,2637.278912,2644.02387,1107,2326.08,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1108.0,1108.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2256.08,2506.755556,2538.486639,2544.929498,2557.913832,2564.455811,1108,2256.08,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1109.0,1109.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2239.93,2488.811111,2520.315049,2526.711788,2539.603175,2546.098323,1109,2239.93,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1110.0,1110.0,PROMESADO,,,,,,,,,,SUR,1D+1B,4.34,32.0,36.34,2195.46,2439.4,2470.278481,2476.548223,2489.183673,2495.549872,1110,2195.46,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1111.0,1111.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,3068.02,3408.911111,3452.061885,3460.823463,3478.480726,3487.377096,1111,3068.02,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1112.0,1112.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3421.06,3801.177778,3849.293952,3859.063734,3878.752834,3888.672918,1112,3421.06,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1113.0,1113.0,PROMESADO,,,,,,,,,,NORTE,1.5D+1B,6.68,40.43,47.11,2976.55,3307.277778,3349.142053,3357.642414,3374.773243,3383.404376,1113,2976.55,PROMESADO,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1114.0,1114.0,PROMESADO,,,,,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3910.92,4345.466667,4400.472574,4411.641286,4434.14966,4445.490196,1114,3910.92,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1201.0,1201.0,PROMESADO,CI,2025-10-09,,2025-10-28 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.36,40.44,2379.93,2644.366667,2677.839662,2684.63621,2698.333333,2705.234442,1201,2379.93,PROMESADO,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1202.0,1202.0,PROMESADO,INV PRO,2025-10-28,,2025-11-06 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,2379.93,2644.366667,2677.839662,2684.63621,2698.333333,2705.234442,1202,2379.93,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1203.0,1203.0,DISPONIBLE,,,,,Arrendado,2024-11-01,2025-10-31,330000.0,Vigente,ORIENTE,1.5D+1B,6.54,40.43,46.97,2482.23,2758.033333,2792.945148,2800.033841,2814.319728,2821.517477,1203,2482.23,DISPONIBLE,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1204.0,1204.0,PROMESADO,CI,2025-11-24,,2025-11-29 00:00:00,Arrendado,2024-11-02,2025-11-01,330000.0,Vigente,ORIENTE,1.5D+1B,6.54,40.43,46.97,2482.23,2758.033333,2792.945148,2800.033841,2814.319728,2821.517477,1204,2482.23,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1205.0,1205.0,PROMESADO,,,,,,,,,,SURORIENTE,2D+2B,8.15,49.54,57.69,3446.05,3828.944444,3877.412096,3887.253243,3907.086168,3917.078716,1205,3446.05,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1206.0,1206.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,8.01,49.48,57.49,2974.03,3304.477778,3346.30661,3354.799774,3371.9161,3380.539926,1206,2974.03,PROMESADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1207.0,1207.0,DISPONIBLE,,,,,Arrendado,2024-10-05,2025-10-04,270000.0,Por Vencer,PONIENTE,1D+1B,8.08,32.0,40.08,2336.85,2596.5,2629.367089,2636.040609,2649.489796,2656.265985,1207,2336.85,DISPONIBLE,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1208.0,1208.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2190.34,2433.711111,2464.517581,2470.772702,2483.378685,2489.730037,1208,2190.34,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1209.0,1209.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2250.7,2500.777778,2532.433193,2538.860688,2551.814059,2558.340438,1209,2250.7,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1210.0,1210.0,PROMESADO,inv fas,2025-09-29,,2025-10-17 00:00:00,Arrendado,,,,,SUR,1D+1B,4.34,32.0,36.34,2933.59,3259.544444,3300.804501,3309.182177,3326.06576,3334.572322,1210,2933.59,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1211.0,1211.0,PROMESADO,CI,2025-11-12,,2025-12-02 00:00:00,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,3177.9,3531,3575.696203,3584.771574,3603.061224,3612.276215,1211,3177.9,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1212.0,1212.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3467.41,3852.677778,3901.445851,3911.347998,3931.303855,3941.35834,1212,3467.41,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1213.0,1213.0,DISPONIBLE,,,,,Arrendado,2024-09-10,2025-09-09,320000.0,Por Vencer,NORTE,1.5D+1B,6.68,40.43,47.11,2482.23,2758.033333,2792.945148,2800.033841,2814.319728,2821.517477,1213,2482.23,DISPONIBLE,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1214.0,1214.0,PROMESADO,,,,,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3743.31,4159.233333,4211.881857,4222.571912,4244.115646,4254.970162,1214,3743.31,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1301.0,1301.0,PROMESADO,INVER+,2025-11-28,,,Arrendado,2025-09-02,2026-09-01,300000.0,,ORIENTE,1D+1B,8.08,32.36,40.44,2390.7,2656.333333,2689.957806,2696.78511,2710.544218,2717.476556,1301,2390.7,PROMESADO,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1302.0,1302.0,PROMESADO,Inv+,2025-09-23,,2025-10-07 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,3276.11,3640.122222,3686.199719,3695.555556,3714.410431,3723.910202,1302,3276.11,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1303.0,1303.0,PROMESADO,BD,2025-10-16,,2025-11-18 00:00:00,Arrendado,2024-09-23,2025-08-22,330000.0,Por Vencer,ORIENTE,1.5D+1B,6.54,40.43,46.97,2493.0,2770,2805.063291,2812.182741,2826.530612,2833.759591,1303,2493.0,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1304.0,1304.0,PROMESADO,INVER+,2025-12-16,,,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,2493.0,2770,2805.063291,2812.182741,2826.530612,2833.759591,1304,2493.0,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1305.0,1305.0,PROMESADO,,,,,,,,,,SURORIENTE,2D+2B,8.15,49.54,57.69,3049.75,3388.611111,3431.504923,3440.214326,3457.76644,3466.609832,1305,3049.75,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1306.0,1306.0,RESERVADO,CI,2025-12-12,33.0,,Arrendado,2025-03-05,2026-03-04,385000.0,Vigente,SURPONIENTE,2D+2B,8.01,49.48,57.49,2984.06,3315.622222,3357.592124,3366.113931,3383.287982,3391.940892,1306,2984.06,RESERVADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1307.0,1307.0,DISPONIBLE,,,,,,,,,,PONIENTE,1D+1B,8.08,32.0,40.08,2347.62,2608.466667,2641.485232,2648.189509,2661.70068,2668.508099,1307,2347.62,DISPONIBLE,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1308.0,1308.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2178.42,2420.466667,2451.105485,2457.326565,2469.863946,2476.180733,1308,2178.42,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1309.0,1309.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2261.47,2512.744444,2544.551336,2551.009588,2564.024943,2570.582552,1309,2261.47,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1310.0,1310.0,PROMESADO,,,,,,,,,,SUR,1D+1B,4.34,32.0,36.34,2261.47,2512.744444,2544.551336,2551.009588,2564.024943,2570.582552,1310,2261.47,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1311.0,1311.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,3059.86,3399.844444,3442.88045,3451.618725,3469.229025,3478.101733,1311,3059.86,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1312.0,1312.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3649.58,4055.088889,4106.419128,4116.841512,4137.845805,4148.428531,1312,3649.58,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1313.0,1313.0,PROMESADO,Inv+,2025-11-18,,,Arrendado,2024-10-04,2025-10-03,320000.0,Por Vencer,NORTE,1.5D+1B,6.68,40.43,47.11,2493.0,2770,2805.063291,2812.182741,2826.530612,2833.759591,1313,2493.0,PROMESADO,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1314.0,1314.0,PROMESADO,SV,2025-08-20,,2025-09-11 00:00:00,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3617.27,4019.188889,4070.064698,4080.394811,4101.213152,4111.702188,1314,3617.27,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1401.0,1401.0,PROMESADO,Inv+,2025-09-23,,2025-10-07 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.36,40.44,3079.91,3422.122222,3465.440225,3474.235759,3491.961451,3500.892299,1401,3079.91,PROMESADO,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1402.0,1402.0,PROMESADO,,,,,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,2256.08,2506.755556,2538.486639,2544.929498,2557.913832,2564.455811,1402,2256.08,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1403.0,1403.0,PROMESADO,AM,2025-10-03,,por enviar ,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,3355.86,3728.733333,3775.932489,3785.516074,3804.829932,3814.560955,1403,3355.86,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1404.0,1404.0,RESERVADO,inviertepro,2026-01-07,7.0,,Arrendado,2024-12-24,2025-12-23,360000.0,Vigente,ORIENTE,1.5D+1B,6.54,40.43,46.97,2503.77,2781.966667,2817.181435,2824.331641,2838.741497,2846.001705,1404,2503.77,RESERVADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1405.0,1405.0,PROMESADO,,,,,,,,,,SURORIENTE,2D+2B,8.15,49.54,57.69,2692.22,2991.355556,3029.220816,3036.909193,3052.403628,3060.210287,1405,2692.22,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1406.0,1406.0,DISPONIBLE,,,,,Arrendado,2024-10-01,2025-09-30,380000.0,Por Vencer,SURPONIENTE,2D+2B,8.01,49.48,57.49,2994.83,3327.588889,3369.710267,3378.262831,3395.498866,3404.183007,1406,2994.83,DISPONIBLE,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1407.0,1407.0,PROMESADO,CI,2025-10-23,,2025-11-18 00:00:00,,,,,,PONIENTE,1D+1B,8.08,32.0,40.08,2358.39,2620.433333,2653.603376,2660.338409,2673.911565,2680.750213,1407,2358.39,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1408.0,1408.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2272.24,2524.711111,2556.66948,2563.158488,2576.235828,2582.824666,1408,2272.24,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1409.0,1409.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2189.55,2432.833333,2463.628692,2469.881557,2482.482993,2488.832055,1409,2189.55,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1410.0,1410.0,PROMESADO,,,,,,,,,,SUR,1D+1B,4.34,32.0,36.34,2245.32,2494.8,2526.379747,2532.791878,2545.714286,2552.225064,1410,2245.32,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1411.0,1411.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,3185.21,3539.122222,3583.921238,3593.017484,3611.349206,3620.585394,1411,3185.21,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1412.0,1412.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3416.14,3795.711111,3843.758087,3853.513818,3873.174603,3883.080421,1412,3416.14,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1413.0,1413.0,PROMESADO,AM,2025-10-03,,,Arrendado,,,,,NORTE,1.5D+1B,6.68,40.43,47.11,3355.86,3728.733333,3775.932489,3785.516074,3804.829932,3814.560955,1413,3355.86,PROMESADO,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1414.0,1414.0,RESERVADO,CI,2025-12-16,29.0,,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3672.19,4080.211111,4131.859353,4142.346306,4163.480726,4174.129014,1414,3672.19,RESERVADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1501.0,1501.0,PROMESADO,SV,,,2025-05-05 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.36,40.44,2401.79,2668.655556,2702.436006,2709.29498,2723.117914,2730.08241,1501,2401.79,PROMESADO,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1502.0,1502.0,PROMESADO,CI,2025-11-11,,2025-12-03 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,2412.23,2680.255556,2714.182841,2721.07163,2734.954649,2741.949417,1502,2412.23,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1503.0,1503.0,PROMESADO,Activo Mas,2025-11-13,,2025-11-06 00:00:00,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,2514.54,2793.933333,2829.299578,2836.480541,2850.952381,2858.243819,1503,2514.54,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1504.0,1504.0,PROMESADO,BI,2025-09-25,,2025-10-21 00:00:00,Arrendado,2025-01-03,2026-01-02,360000.0,Vigente,ORIENTE,1.5D+1B,6.54,40.43,46.97,2514.54,2793.933333,2829.299578,2836.480541,2850.952381,2858.243819,1504,2514.54,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1505.0,1505.0,PROMESADO,TRIIVUS,2025-11-22,,,Arrendado,2024-12-01,2025-09-30,380000.0,Por Vencer,SURORIENTE,2D+2B,8.15,49.54,57.69,3027.14,3363.488889,3406.064698,3414.709532,3432.131519,3440.909349,1505,3027.14,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1506.0,1506.0,RESERVADO,INVIERTEPRO,2025-12-30,15.0,,Arrendado,2025-03-01,2026-02-28,385000.0,Vigente,SURPONIENTE,2D+2B,8.01,49.48,57.49,3005.6,3339.555556,3381.828411,3390.411732,3407.709751,3416.425121,1506,3005.6,RESERVADO,2D+2B,57.49,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1507.0,1507.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,8.08,32.0,40.08,2369.16,2632.4,2665.721519,2672.48731,2686.122449,2692.992327,1507,2369.16,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1508.0,1508.0,DISPONIBLE,,,,,Arrendado,2024-10-02,2025-10-01,285000.0,Por Vencer,PONIENTE,1D+1B,4.2,32.0,36.2,2283.01,2536.677778,2568.787623,2575.307389,2588.446712,2595.06678,1508,2283.01,DISPONIBLE,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1509.0,1509.0,PROMESADO,,,,,,,,,,PONIENTE,1D+1B,4.2,32.0,36.2,2201.17,2445.744444,2476.703235,2482.989284,2495.657596,2502.040352,1509,2201.17,PROMESADO,1D+1B,36.2,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1510.0,1510.0,PROMESADO,,,,,,,,,,SUR,1D+1B,4.34,32.0,36.34,2308.85,2565.388889,2597.862166,2604.455725,2617.743764,2624.438761,1510,2308.85,PROMESADO,1D+1B,36.34,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1511.0,1511.0,PROMESADO,,,,,,,,,,SURPONIENTE,2D+2B,7.84,56.26,64.1,3003.31,3337.011111,3379.251758,3387.828539,3405.113379,3413.822109,1511,3003.31,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1512.0,1512.0,PROMESADO,,,,,,,,,,NORPONIENTE,2D+2B,7.84,56.26,64.1,3146.31,3495.9,3540.151899,3549.137056,3567.244898,3576.368286,1512,3146.31,PROMESADO,2D+2B,64.1,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1513.0,1513.0,DISPONIBLE,,,,,Arrendado,2025-02-22,2026-02-21,360000.0,Vigente,NORTE,1.5D+1B,6.68,40.43,47.11,2514.54,2793.933333,2829.299578,2836.480541,2850.952381,2858.243819,1513,2514.54,DISPONIBLE,1.5D+1B,47.11,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1514.0,1514.0,PROMESADO,,,,,,,,,,NORORIENTE,3D+2B,7.45,65.02,72.47,3802.66,4225.177778,4278.661041,4289.520587,4311.405896,4322.432509,1514,3802.66,PROMESADO,3D+2B,72.47,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1601.0,1601.0,PROMESADO,,,,,,,,,,ORIENTE,1D+1B,8.08,32.36,40.44,2670.69,2967.433333,3004.995781,3012.622673,3027.993197,3035.737425,1601,2670.69,PROMESADO,1D+1B,40.44,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1602.0,1602.0,PROMESADO,INOVO,2025-10-23,,2025-10-28 00:00:00,,,,,,ORIENTE,1D+1B,8.08,32.0,40.08,2423.0,2692.222222,2726.300985,2733.22053,2747.165533,2754.191532,1602,2423.0,PROMESADO,1D+1B,40.08,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1603.0,1603.0,PROMESADO,INVER +,2025-11-24,,,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,2525.31,2805.9,2841.417722,2848.629442,2863.163265,2870.485934,1603,2525.31,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1604.0,1604.0,PROMESADO,AM,2025-10-23,,2025-11-06 00:00:00,,,,,,ORIENTE,1.5D+1B,6.54,40.43,46.97,2525.31,2805.9,2841.417722,2848.629442,2863.163265,2870.485934,1604,2525.31,PROMESADO,1.5D+1B,46.97,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
ARMONÍA,DEPARTAMENTO,1605.0,1605.0,PROMESADO,,,,,,,,,,SURORIENTE,2D+2B,8.15,49.54,57.69,3339.22,3710.244444,3757.209564,3766.745629,3785.963719,3795.64649,1605,3339.22,PROMESADO,2D+2B,57.69,Armonía,Stock Armonía.xlsx,,,,,,,,,,,,,,,,,,,,,,,,,
